stand,kanton,jahr,stufe,schultyp,geschlecht,staatsangehoerigkeit,traegerschaft,finanzierung,anzahl
2023-09-01,zh,2016,Sekundarstufe II,Mittelschule,weiblich,Ausland,privat,privat,432
2023-09-01,zh,2016,Sekundarstufe II,Mittelschule,männlich,Schweiz,öffentlich,öffentlich,3584
2023-09-01,zh,2016,Sekundarstufe II,Mittelschule,männlich,Ausland,öffentlich,öffentlich,509
2023-09-01,zh,2016,Sekundarstufe II,Mittelschule,männlich,Schweiz,privat,privat,715
2023-09-01,zh,2016,Sekundarstufe II,Mittelschule,männlich,Ausland,privat,privat,478
2023-09-01,zh,2016,Sekundarstufe II,Heim- und Sonderschule,weiblich,Schweiz,öffentlich,öffentlich,22
2023-09-01,zh,2016,Sekundarstufe II,Heim- und Sonderschule,weiblich,Ausland,öffentlich,öffentlich,16
2023-09-01,zh,2016,Sekundarstufe II,Heim- und Sonderschule,weiblich,Schweiz,privat,öffentlich,28
2023-09-01,zh,2016,Sekundarstufe II,Heim- und Sonderschule,weiblich,Ausland,privat,öffentlich,12
2023-09-01,zh,2016,Sekundarstufe II,Heim- und Sonderschule,männlich,Schweiz,öffentlich,öffentlich,42
2023-09-01,zh,2016,Sekundarstufe II,Heim- und Sonderschule,männlich,Ausland,öffentlich,öffentlich,21
2023-09-01,zh,2016,Sekundarstufe II,Heim- und Sonderschule,männlich,Schweiz,privat,öffentlich,45
2023-09-01,zh,2016,Sekundarstufe II,Heim- und Sonderschule,männlich,Ausland,privat,öffentlich,17
2023-09-01,zh,2016,Sekundarstufe II,Brückenangebot,weiblich,Schweiz,öffentlich,öffentlich,563
2023-09-01,zh,2016,Sekundarstufe II,Brückenangebot,weiblich,Ausland,öffentlich,öffentlich,370
2023-09-01,zh,2016,Sekundarstufe II,Brückenangebot,weiblich,Schweiz,privat,öffentlich,7
2023-09-01,zh,2016,Sekundarstufe II,Brückenangebot,weiblich,Schweiz,privat,privat,119
2023-09-01,zh,2016,Sekundarstufe II,Brückenangebot,weiblich,Ausland,privat,privat,36
2023-09-01,zh,2016,Sekundarstufe II,Brückenangebot,männlich,Schweiz,öffentlich,öffentlich,615
2023-09-01,zh,2016,Sekundarstufe II,Brückenangebot,männlich,Ausland,öffentlich,öffentlich,469
2023-09-01,zh,2016,Sekundarstufe II,Brückenangebot,männlich,Schweiz,privat,öffentlich,2
2023-09-01,zh,2016,Sekundarstufe II,Brückenangebot,männlich,Schweiz,privat,privat,52
2023-09-01,zh,2016,Sekundarstufe II,Brückenangebot,männlich,Ausland,privat,privat,6
2023-09-01,zh,2016,Sekundarstufe II,Berufsfachschule,weiblich,Schweiz,öffentlich,öffentlich,10197
2023-09-01,zh,2016,Sekundarstufe II,Berufsfachschule,weiblich,Ausland,öffentlich,öffentlich,2391
2023-09-01,zh,2016,Sekundarstufe II,Berufsfachschule,weiblich,Schweiz,privat,öffentlich,4523
2023-09-01,zh,2016,Sekundarstufe II,Berufsfachschule,weiblich,Ausland,privat,öffentlich,810
2023-09-01,zh,2016,Sekundarstufe II,Berufsfachschule,weiblich,Schweiz,privat,privat,2002
2023-09-01,zh,2016,Sekundarstufe II,Berufsfachschule,weiblich,Ausland,privat,privat,172
2023-09-01,zh,2016,Sekundarstufe II,Berufsfachschule,männlich,Schweiz,öffentlich,öffentlich,16361
2023-09-01,zh,2016,Sekundarstufe II,Berufsfachschule,männlich,Ausland,öffentlich,öffentlich,3773
2023-09-01,zh,2016,Sekundarstufe II,Berufsfachschule,männlich,Schweiz,privat,öffentlich,2713
2023-09-01,zh,2016,Sekundarstufe II,Berufsfachschule,männlich,Ausland,privat,öffentlich,537
2023-09-01,zh,2016,Sekundarstufe II,Berufsfachschule,männlich,Schweiz,privat,privat,1318
2023-09-01,zh,2016,Sekundarstufe II,Berufsfachschule,männlich,Ausland,privat,privat,171
2023-09-01,zh,2016,Tertiärstufe,Universitäre Hochschule,weiblich,Schweiz,öffentlich,öffentlich,11978
2023-09-01,zh,2016,Tertiärstufe,Universitäre Hochschule,weiblich,Ausland,öffentlich,öffentlich,2985
2023-09-01,zh,2016,Tertiärstufe,Universitäre Hochschule,männlich,Schweiz,öffentlich,öffentlich,9087
2023-09-01,zh,2016,Tertiärstufe,Universitäre Hochschule,männlich,Ausland,öffentlich,öffentlich,2235
2023-09-01,zh,2016,Tertiärstufe,Höhere Berufsbildung,weiblich,Schweiz,öffentlich,öffentlich,1255
2023-09-01,zh,2016,Tertiärstufe,Höhere Berufsbildung,weiblich,Ausland,öffentlich,öffentlich,181
2023-09-01,zh,2016,Tertiärstufe,Höhere Berufsbildung,weiblich,Schweiz,privat,öffentlich,3178
2023-09-01,zh,2016,Tertiärstufe,Höhere Berufsbildung,weiblich,Ausland,privat,öffentlich,329
2023-09-01,zh,2016,Tertiärstufe,Höhere Berufsbildung,weiblich,Schweiz,privat,privat,3676
2023-09-01,zh,2016,Tertiärstufe,Höhere Berufsbildung,weiblich,Ausland,privat,privat,572
2023-09-01,zh,2016,Tertiärstufe,Höhere Berufsbildung,männlich,Schweiz,öffentlich,öffentlich,1892
2023-09-01,zh,2016,Tertiärstufe,Höhere Berufsbildung,männlich,Ausland,öffentlich,öffentlich,251
2023-09-01,zh,2016,Tertiärstufe,Höhere Berufsbildung,männlich,Schweiz,privat,öffentlich,2567
2023-09-01,zh,2016,Tertiärstufe,Höhere Berufsbildung,männlich,Ausland,privat,öffentlich,271
2023-09-01,zh,2016,Tertiärstufe,Höhere Berufsbildung,männlich,Schweiz,privat,privat,4029
2023-09-01,zh,2016,Tertiärstufe,Höhere Berufsbildung,männlich,Ausland,privat,privat,662
2023-09-01,zh,2016,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Schweiz,öffentlich,öffentlich,9884
2023-09-01,zh,2016,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Ausland,öffentlich,öffentlich,1432
2023-09-01,zh,2016,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Schweiz,privat,privat,631
2023-09-01,zh,2016,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Ausland,privat,privat,85
2023-09-01,zh,2016,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Schweiz,öffentlich,öffentlich,8413
2023-09-01,zh,2016,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Ausland,öffentlich,öffentlich,1077
2023-09-01,zh,2016,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Schweiz,privat,privat,857
2023-09-01,zh,2016,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Ausland,privat,privat,115
2023-09-01,zh,2015,Primarstufe 1-2,Volksschule,weiblich,Schweiz,öffentlich,öffentlich,10572
2023-09-01,zh,2015,Primarstufe 1-2,Volksschule,weiblich,Ausland,öffentlich,öffentlich,3715
2023-09-01,zh,2015,Primarstufe 1-2,Volksschule,weiblich,Schweiz,privat,privat,485
2023-09-01,zh,2015,Primarstufe 1-2,Volksschule,weiblich,Ausland,privat,privat,368
2023-09-01,zh,2015,Primarstufe 1-2,Volksschule,männlich,Schweiz,öffentlich,öffentlich,11084
2023-09-01,zh,2015,Primarstufe 1-2,Volksschule,männlich,Ausland,öffentlich,öffentlich,3868
2023-09-01,zh,2015,Primarstufe 1-2,Volksschule,männlich,Schweiz,privat,privat,519
2023-09-01,zh,2015,Primarstufe 1-2,Volksschule,männlich,Ausland,privat,privat,455
2023-09-01,zh,2015,Primarstufe 1-2,Heim- und Sonderschule,weiblich,Schweiz,öffentlich,öffentlich,17
2023-09-01,zh,2015,Primarstufe 1-2,Heim- und Sonderschule,weiblich,Ausland,öffentlich,öffentlich,16
2023-09-01,zh,2015,Primarstufe 1-2,Heim- und Sonderschule,weiblich,Schweiz,privat,öffentlich,19
2023-09-01,zh,2015,Primarstufe 1-2,Heim- und Sonderschule,weiblich,Ausland,privat,öffentlich,7
2023-09-01,zh,2015,Primarstufe 1-2,Heim- und Sonderschule,männlich,Schweiz,öffentlich,öffentlich,51
2023-09-01,zh,2015,Primarstufe 1-2,Heim- und Sonderschule,männlich,Ausland,öffentlich,öffentlich,33
2023-09-01,zh,2015,Primarstufe 1-2,Heim- und Sonderschule,männlich,Schweiz,privat,öffentlich,61
2023-09-01,zh,2015,Primarstufe 1-2,Heim- und Sonderschule,männlich,Ausland,privat,öffentlich,42
2023-09-01,zh,2015,Primarstufe 3-8,Volksschule,weiblich,Schweiz,öffentlich,öffentlich,28846
2023-09-01,zh,2015,Primarstufe 3-8,Volksschule,weiblich,Ausland,öffentlich,öffentlich,9815
2023-09-01,zh,2015,Primarstufe 3-8,Volksschule,weiblich,Schweiz,privat,privat,1143
2023-09-01,zh,2015,Primarstufe 3-8,Volksschule,weiblich,Ausland,privat,privat,982
2023-09-01,zh,2015,Primarstufe 3-8,Volksschule,männlich,Schweiz,öffentlich,öffentlich,30073
2023-09-01,zh,2015,Primarstufe 3-8,Volksschule,männlich,Ausland,öffentlich,öffentlich,10239
2023-09-01,zh,2015,Primarstufe 3-8,Volksschule,männlich,Schweiz,privat,privat,1452
2023-09-01,zh,2015,Primarstufe 3-8,Volksschule,männlich,Ausland,privat,privat,1077
2023-09-01,zh,2015,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Schweiz,öffentlich,öffentlich,96
2023-09-01,zh,2015,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Ausland,öffentlich,öffentlich,72
2023-09-01,zh,2015,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Schweiz,privat,öffentlich,159
2023-09-01,zh,2015,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Ausland,privat,öffentlich,95
2023-09-01,zh,2015,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Schweiz,privat,privat,1
2023-09-01,zh,2015,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Ausland,privat,privat,1
2023-09-01,zh,2015,Primarstufe 3-8,Heim- und Sonderschule,männlich,Schweiz,öffentlich,öffentlich,224
2023-09-01,zh,2015,Primarstufe 3-8,Heim- und Sonderschule,männlich,Ausland,öffentlich,öffentlich,140
2023-09-01,zh,2015,Primarstufe 3-8,Heim- und Sonderschule,männlich,Schweiz,privat,öffentlich,389
2023-09-01,zh,2015,Primarstufe 3-8,Heim- und Sonderschule,männlich,Ausland,privat,öffentlich,276
2023-09-01,zh,2015,Primarstufe 3-8,Heim- und Sonderschule,männlich,Schweiz,privat,privat,3
2023-09-01,zh,2015,Primarstufe 3-8,Heim- und Sonderschule,männlich,Ausland,privat,privat,3
2023-09-01,zh,2015,Sekundarstufe I,Volksschule,weiblich,Schweiz,öffentlich,öffentlich,10920
2023-09-01,zh,2015,Sekundarstufe I,Volksschule,weiblich,Ausland,öffentlich,öffentlich,3517
2023-09-01,zh,2015,Sekundarstufe I,Volksschule,weiblich,Ausland,privat,öffentlich,1
2023-09-01,zh,2015,Sekundarstufe I,Volksschule,weiblich,Schweiz,privat,privat,996
2023-09-01,zh,2015,Sekundarstufe I,Volksschule,weiblich,Ausland,privat,privat,481
2023-09-01,zh,2015,Sekundarstufe I,Volksschule,männlich,Schweiz,öffentlich,öffentlich,11608
2023-09-01,zh,2015,Sekundarstufe I,Volksschule,männlich,Ausland,öffentlich,öffentlich,3678
2023-09-01,zh,2015,Sekundarstufe I,Volksschule,männlich,Schweiz,privat,öffentlich,1
2023-09-01,zh,2015,Sekundarstufe I,Volksschule,männlich,Ausland,privat,öffentlich,1
2023-09-01,zh,2015,Sekundarstufe I,Volksschule,männlich,Schweiz,privat,privat,1316
2023-09-01,zh,2015,Sekundarstufe I,Volksschule,männlich,Ausland,privat,privat,579
2023-09-01,zh,2015,Sekundarstufe I,Mittelschule,weiblich,Schweiz,öffentlich,öffentlich,3327
2023-09-01,zh,2015,Sekundarstufe I,Mittelschule,weiblich,Ausland,öffentlich,öffentlich,484
2023-09-01,zh,2015,Sekundarstufe I,Mittelschule,weiblich,Schweiz,privat,privat,137
2023-09-01,zh,2015,Sekundarstufe I,Mittelschule,weiblich,Ausland,privat,privat,41
2023-09-01,zh,2015,Sekundarstufe I,Mittelschule,männlich,Schweiz,öffentlich,öffentlich,2807
2023-09-01,zh,2015,Sekundarstufe I,Mittelschule,männlich,Ausland,öffentlich,öffentlich,479
2023-09-01,zh,2015,Sekundarstufe I,Mittelschule,männlich,Schweiz,privat,privat,148
2023-09-01,zh,2015,Sekundarstufe I,Mittelschule,männlich,Ausland,privat,privat,58
2023-09-01,zh,2015,Sekundarstufe I,Heim- und Sonderschule,weiblich,Schweiz,öffentlich,öffentlich,65
2023-09-01,zh,2015,Sekundarstufe I,Heim- und Sonderschule,weiblich,Ausland,öffentlich,öffentlich,32
2023-09-01,zh,2015,Sekundarstufe I,Heim- und Sonderschule,weiblich,Schweiz,privat,öffentlich,144
2023-09-01,zh,2015,Sekundarstufe I,Heim- und Sonderschule,weiblich,Ausland,privat,öffentlich,51
2023-09-01,zh,2015,Sekundarstufe I,Heim- und Sonderschule,weiblich,Schweiz,privat,privat,8
2023-09-01,zh,2015,Sekundarstufe I,Heim- und Sonderschule,weiblich,Ausland,privat,privat,1
2023-09-01,zh,2015,Sekundarstufe I,Heim- und Sonderschule,männlich,Schweiz,öffentlich,öffentlich,113
2023-09-01,zh,2015,Sekundarstufe I,Heim- und Sonderschule,männlich,Ausland,öffentlich,öffentlich,47
2023-09-01,zh,2015,Sekundarstufe I,Heim- und Sonderschule,männlich,Schweiz,privat,öffentlich,296
2023-09-01,zh,2015,Sekundarstufe I,Heim- und Sonderschule,männlich,Ausland,privat,öffentlich,143
2023-09-01,zh,2015,Sekundarstufe I,Heim- und Sonderschule,männlich,Schweiz,privat,privat,14
2023-09-01,zh,2015,Sekundarstufe I,Heim- und Sonderschule,männlich,Ausland,privat,privat,6
2023-09-01,zh,2015,Sekundarstufe II,Mittelschule,weiblich,Schweiz,öffentlich,öffentlich,4777
2023-09-01,zh,2015,Sekundarstufe II,Mittelschule,weiblich,Ausland,öffentlich,öffentlich,608
2023-09-01,zh,2015,Sekundarstufe II,Mittelschule,weiblich,Schweiz,privat,privat,791
2023-09-01,zh,2015,Sekundarstufe II,Mittelschule,weiblich,Ausland,privat,privat,420
2023-09-01,zh,2015,Sekundarstufe II,Mittelschule,männlich,Schweiz,öffentlich,öffentlich,3547
2023-09-01,zh,2015,Sekundarstufe II,Mittelschule,männlich,Ausland,öffentlich,öffentlich,441
2023-09-01,zh,2015,Sekundarstufe II,Mittelschule,männlich,Schweiz,privat,privat,730
2023-09-01,zh,2015,Sekundarstufe II,Mittelschule,männlich,Ausland,privat,privat,449
2023-09-01,zh,2015,Sekundarstufe II,Heim- und Sonderschule,weiblich,Schweiz,öffentlich,öffentlich,25
2023-09-01,zh,2015,Sekundarstufe II,Heim- und Sonderschule,weiblich,Ausland,öffentlich,öffentlich,11
2023-09-01,zh,2015,Sekundarstufe II,Heim- und Sonderschule,weiblich,Schweiz,privat,öffentlich,20
2023-09-01,zh,2015,Sekundarstufe II,Heim- und Sonderschule,weiblich,Ausland,privat,öffentlich,14
2023-09-01,zh,2015,Sekundarstufe II,Heim- und Sonderschule,männlich,Schweiz,öffentlich,öffentlich,40
2023-09-01,zh,2015,Sekundarstufe II,Heim- und Sonderschule,männlich,Ausland,öffentlich,öffentlich,21
2023-09-01,zh,2015,Sekundarstufe II,Heim- und Sonderschule,männlich,Schweiz,privat,öffentlich,40
2023-09-01,zh,2015,Sekundarstufe II,Heim- und Sonderschule,männlich,Ausland,privat,öffentlich,14
2023-09-01,zh,2015,Sekundarstufe II,Brückenangebot,weiblich,Schweiz,öffentlich,öffentlich,586
2023-09-01,zh,2015,Sekundarstufe II,Brückenangebot,weiblich,Ausland,öffentlich,öffentlich,346
2023-09-01,zh,2015,Sekundarstufe II,Brückenangebot,weiblich,Schweiz,privat,öffentlich,10
2023-09-01,zh,2015,Sekundarstufe II,Brückenangebot,weiblich,Ausland,privat,öffentlich,3
2023-09-01,zh,2015,Sekundarstufe II,Brückenangebot,weiblich,Schweiz,privat,privat,131
2023-09-01,zh,2015,Sekundarstufe II,Brückenangebot,weiblich,Ausland,privat,privat,30
2023-09-01,zh,2015,Sekundarstufe II,Brückenangebot,männlich,Schweiz,öffentlich,öffentlich,658
2023-09-01,zh,2015,Sekundarstufe II,Brückenangebot,männlich,Ausland,öffentlich,öffentlich,416
2023-09-01,zh,2015,Sekundarstufe II,Brückenangebot,männlich,Schweiz,privat,privat,56
2023-09-01,zh,2015,Sekundarstufe II,Brückenangebot,männlich,Ausland,privat,privat,9
2023-09-01,zh,2015,Sekundarstufe II,Berufsfachschule,weiblich,Schweiz,öffentlich,öffentlich,10375
2023-09-01,zh,2015,Sekundarstufe II,Berufsfachschule,weiblich,Ausland,öffentlich,öffentlich,2346
2023-09-01,zh,2015,Sekundarstufe II,Berufsfachschule,weiblich,Schweiz,privat,öffentlich,4667
2023-09-01,zh,2015,Sekundarstufe II,Berufsfachschule,weiblich,Ausland,privat,öffentlich,763
2023-09-01,zh,2015,Sekundarstufe II,Berufsfachschule,weiblich,Schweiz,privat,privat,2191
2023-09-01,zh,2015,Sekundarstufe II,Berufsfachschule,weiblich,Ausland,privat,privat,148
2023-09-01,zh,2015,Sekundarstufe II,Berufsfachschule,männlich,Schweiz,öffentlich,öffentlich,16508
2023-09-01,zh,2015,Sekundarstufe II,Berufsfachschule,männlich,Ausland,öffentlich,öffentlich,3657
2023-09-01,zh,2015,Sekundarstufe II,Berufsfachschule,männlich,Schweiz,privat,öffentlich,2729
2023-09-01,zh,2015,Sekundarstufe II,Berufsfachschule,männlich,Ausland,privat,öffentlich,519
2023-09-01,zh,2015,Sekundarstufe II,Berufsfachschule,männlich,Schweiz,privat,privat,1426
2023-09-01,zh,2015,Sekundarstufe II,Berufsfachschule,männlich,Ausland,privat,privat,166
2023-09-01,zh,2015,Tertiärstufe,Universitäre Hochschule,weiblich,Schweiz,öffentlich,öffentlich,11980
2023-09-01,zh,2015,Tertiärstufe,Universitäre Hochschule,weiblich,Ausland,öffentlich,öffentlich,2909
2023-09-01,zh,2015,Tertiärstufe,Universitäre Hochschule,männlich,Schweiz,öffentlich,öffentlich,9049
2023-09-01,zh,2015,Tertiärstufe,Universitäre Hochschule,männlich,Ausland,öffentlich,öffentlich,2127
2023-09-01,zh,2015,Tertiärstufe,Höhere Berufsbildung,weiblich,Schweiz,öffentlich,öffentlich,1291
2023-09-01,zh,2015,Tertiärstufe,Höhere Berufsbildung,weiblich,Ausland,öffentlich,öffentlich,149
2023-09-01,zh,2015,Tertiärstufe,Höhere Berufsbildung,weiblich,Schweiz,privat,öffentlich,2938
2023-09-01,zh,2015,Tertiärstufe,Höhere Berufsbildung,weiblich,Ausland,privat,öffentlich,394
2023-09-01,zh,2015,Tertiärstufe,Höhere Berufsbildung,weiblich,Schweiz,privat,privat,4027
2023-09-01,zh,2015,Tertiärstufe,Höhere Berufsbildung,weiblich,Ausland,privat,privat,623
2023-09-01,zh,2015,Tertiärstufe,Höhere Berufsbildung,männlich,Schweiz,öffentlich,öffentlich,1851
2023-09-01,zh,2015,Tertiärstufe,Höhere Berufsbildung,männlich,Ausland,öffentlich,öffentlich,260
2023-09-01,zh,2015,Tertiärstufe,Höhere Berufsbildung,männlich,Schweiz,privat,öffentlich,2476
2023-09-01,zh,2015,Tertiärstufe,Höhere Berufsbildung,männlich,Ausland,privat,öffentlich,274
2023-09-01,zh,2015,Tertiärstufe,Höhere Berufsbildung,männlich,Schweiz,privat,privat,4316
2023-09-01,zh,2015,Tertiärstufe,Höhere Berufsbildung,männlich,Ausland,privat,privat,763
2023-09-01,zh,2015,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Schweiz,öffentlich,öffentlich,9674
2023-09-01,zh,2015,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Ausland,öffentlich,öffentlich,1343
2023-09-01,zh,2015,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Schweiz,privat,privat,629
2023-09-01,zh,2015,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Ausland,privat,privat,92
2023-09-01,zh,2015,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Schweiz,öffentlich,öffentlich,8024
2023-09-01,zh,2015,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Ausland,öffentlich,öffentlich,997
2023-09-01,zh,2015,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Schweiz,privat,privat,854
2023-09-01,zh,2015,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Ausland,privat,privat,118
2023-09-01,zh,2014,Primarstufe 1-2,Volksschule,weiblich,Schweiz,öffentlich,öffentlich,10225
2023-09-01,zh,2014,Primarstufe 1-2,Volksschule,weiblich,Ausland,öffentlich,öffentlich,3472
2023-09-01,zh,2014,Primarstufe 1-2,Volksschule,weiblich,Schweiz,privat,privat,482
2023-09-01,zh,2014,Primarstufe 1-2,Volksschule,weiblich,Ausland,privat,privat,347
2023-09-01,zh,2014,Primarstufe 1-2,Volksschule,männlich,Schweiz,öffentlich,öffentlich,10828
2023-09-01,zh,2014,Primarstufe 1-2,Volksschule,männlich,Ausland,öffentlich,öffentlich,3693
2023-09-01,zh,2014,Primarstufe 1-2,Volksschule,männlich,Schweiz,privat,privat,547
2023-09-01,zh,2014,Primarstufe 1-2,Volksschule,männlich,Ausland,privat,privat,455
2023-09-01,zh,2014,Primarstufe 1-2,Heim- und Sonderschule,weiblich,Schweiz,öffentlich,öffentlich,12
2023-09-01,zh,2014,Primarstufe 1-2,Heim- und Sonderschule,weiblich,Ausland,öffentlich,öffentlich,13
2023-09-01,zh,2014,Primarstufe 1-2,Heim- und Sonderschule,weiblich,Schweiz,privat,öffentlich,17
2023-09-01,zh,2014,Primarstufe 1-2,Heim- und Sonderschule,weiblich,Ausland,privat,öffentlich,11
2023-09-01,zh,2014,Primarstufe 1-2,Heim- und Sonderschule,männlich,Schweiz,öffentlich,öffentlich,41
2023-09-01,zh,2014,Primarstufe 1-2,Heim- und Sonderschule,männlich,Ausland,öffentlich,öffentlich,37
2023-09-01,zh,2014,Primarstufe 1-2,Heim- und Sonderschule,männlich,Schweiz,privat,öffentlich,56
2023-09-01,zh,2014,Primarstufe 1-2,Heim- und Sonderschule,männlich,Ausland,privat,öffentlich,34
2023-09-01,zh,2014,Primarstufe 3-8,Volksschule,weiblich,Schweiz,öffentlich,öffentlich,28389
2023-09-01,zh,2014,Primarstufe 3-8,Volksschule,weiblich,Ausland,öffentlich,öffentlich,9541
2023-09-01,zh,2014,Primarstufe 3-8,Volksschule,weiblich,Schweiz,privat,privat,1112
2023-09-01,zh,2014,Primarstufe 3-8,Volksschule,weiblich,Ausland,privat,privat,978
2023-09-01,zh,2014,Primarstufe 3-8,Volksschule,männlich,Schweiz,öffentlich,öffentlich,29470
2023-09-01,zh,2014,Primarstufe 3-8,Volksschule,männlich,Ausland,öffentlich,öffentlich,9862
2023-09-01,zh,2014,Primarstufe 3-8,Volksschule,männlich,Schweiz,privat,privat,1408
2023-09-01,zh,2014,Primarstufe 3-8,Volksschule,männlich,Ausland,privat,privat,1075
2023-09-01,zh,2014,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Schweiz,öffentlich,öffentlich,110
2023-09-01,zh,2014,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Ausland,öffentlich,öffentlich,70
2023-09-01,zh,2014,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Schweiz,privat,öffentlich,177
2023-09-01,zh,2014,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Ausland,privat,öffentlich,82
2023-09-01,zh,2014,Primarstufe 3-8,Heim- und Sonderschule,männlich,Schweiz,öffentlich,öffentlich,242
2023-09-01,zh,2014,Primarstufe 3-8,Heim- und Sonderschule,männlich,Ausland,öffentlich,öffentlich,124
2023-09-01,zh,2014,Primarstufe 3-8,Heim- und Sonderschule,männlich,Schweiz,privat,öffentlich,410
2023-09-01,zh,2014,Primarstufe 3-8,Heim- und Sonderschule,männlich,Ausland,privat,öffentlich,261
2023-09-01,zh,2014,Primarstufe 3-8,Heim- und Sonderschule,männlich,Schweiz,privat,privat,5
2023-09-01,zh,2014,Primarstufe 3-8,Heim- und Sonderschule,männlich,Ausland,privat,privat,6
2023-09-01,zh,2014,Sekundarstufe I,Volksschule,weiblich,Schweiz,öffentlich,öffentlich,10975
2023-09-01,zh,2014,Sekundarstufe I,Volksschule,weiblich,Ausland,öffentlich,öffentlich,3446
2023-09-01,zh,2014,Sekundarstufe I,Volksschule,weiblich,Schweiz,privat,öffentlich,1
2023-09-01,zh,2014,Sekundarstufe I,Volksschule,weiblich,Ausland,privat,öffentlich,10
2023-09-01,zh,2014,Sekundarstufe I,Volksschule,weiblich,Schweiz,privat,privat,1002
2023-09-01,zh,2014,Sekundarstufe I,Volksschule,weiblich,Ausland,privat,privat,450
2023-09-01,zh,2014,Sekundarstufe I,Volksschule,männlich,Schweiz,öffentlich,öffentlich,11774
2023-09-01,zh,2014,Sekundarstufe I,Volksschule,männlich,Ausland,öffentlich,öffentlich,3633
2023-09-01,zh,2014,Sekundarstufe I,Volksschule,männlich,Schweiz,privat,öffentlich,5
2023-09-01,zh,2014,Sekundarstufe I,Volksschule,männlich,Ausland,privat,öffentlich,55
2023-09-01,zh,2014,Sekundarstufe I,Volksschule,männlich,Schweiz,privat,privat,1350
2023-09-01,zh,2014,Sekundarstufe I,Volksschule,männlich,Ausland,privat,privat,577
2023-09-01,zh,2014,Sekundarstufe I,Mittelschule,weiblich,Schweiz,öffentlich,öffentlich,3255
2023-09-01,zh,2014,Sekundarstufe I,Mittelschule,weiblich,Ausland,öffentlich,öffentlich,454
2023-09-01,zh,2014,Sekundarstufe I,Mittelschule,weiblich,Schweiz,privat,privat,127
2023-09-01,zh,2014,Sekundarstufe I,Mittelschule,weiblich,Ausland,privat,privat,33
2023-09-01,zh,2014,Sekundarstufe I,Mittelschule,männlich,Schweiz,öffentlich,öffentlich,2760
2023-09-01,zh,2014,Sekundarstufe I,Mittelschule,männlich,Ausland,öffentlich,öffentlich,416
2023-09-01,zh,2014,Sekundarstufe I,Mittelschule,männlich,Schweiz,privat,privat,156
2023-09-01,zh,2014,Sekundarstufe I,Mittelschule,männlich,Ausland,privat,privat,42
2023-09-01,zh,2014,Sekundarstufe I,Heim- und Sonderschule,weiblich,Schweiz,öffentlich,öffentlich,68
2023-09-01,zh,2014,Sekundarstufe I,Heim- und Sonderschule,weiblich,Ausland,öffentlich,öffentlich,35
2023-09-01,zh,2014,Sekundarstufe I,Heim- und Sonderschule,weiblich,Schweiz,privat,öffentlich,146
2023-09-01,zh,2014,Sekundarstufe I,Heim- und Sonderschule,weiblich,Ausland,privat,öffentlich,48
2023-09-01,zh,2014,Sekundarstufe I,Heim- und Sonderschule,weiblich,Schweiz,privat,privat,7
2023-09-01,zh,2014,Sekundarstufe I,Heim- und Sonderschule,weiblich,Ausland,privat,privat,1
2023-09-01,zh,2014,Sekundarstufe I,Heim- und Sonderschule,männlich,Schweiz,öffentlich,öffentlich,113
2023-09-01,zh,2014,Sekundarstufe I,Heim- und Sonderschule,männlich,Ausland,öffentlich,öffentlich,58
2023-09-01,zh,2014,Sekundarstufe I,Heim- und Sonderschule,männlich,Schweiz,privat,öffentlich,291
2023-09-01,zh,2014,Sekundarstufe I,Heim- und Sonderschule,männlich,Ausland,privat,öffentlich,144
2023-09-01,zh,2014,Sekundarstufe I,Heim- und Sonderschule,männlich,Schweiz,privat,privat,18
2023-09-01,zh,2014,Sekundarstufe I,Heim- und Sonderschule,männlich,Ausland,privat,privat,6
2023-09-01,zh,2014,Sekundarstufe II,Mittelschule,weiblich,Schweiz,öffentlich,öffentlich,4790
